geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Gesamtgewicht;Aufkl. 1;Aufkl. 2;Aufkl. 3;Gew. Paket 1;Gew. Paket 2;Gew. Paket 3;;Urlaub bis;Urlaub2 bis;PaketFloh;
295;00567100;100;Blumenhaus;Wegmann,;Angelika;Georg-Schütte-Platz 2;26757;Borkum;4474;1;3,1;Pak 1/1;;;3,1;;;991230;;;4474-Pak 1/1-991230;
1015;01789200;100;Blumenhaus;Groeneveld,;Manfred, Floristik am Park;Friedhofstr. 16 a;26789;Leer;4475;1;3,1;Pak 1/1;;;3,1;;;991230;;;4475-Pak 1/1-991230;
3335;06745200;100;Blumenhaus;Köster,;Joachim;Altebeek 4;26802;Moormerland;4476;1;3,1;Pak 1/1;;;3,1;;;991230;;;4476-Pak 1/1-991230;
2525;04650600;100;Blumenhaus;Groenewold,;Reiner;Bahnhofstr. 53-55;26810;Westoverledingen;4477;1;3,1;Pak 1/1;;;3,1;;;991230;;;4477-Pak 1/1-991230;
343;00650100;100;Blumenhaus;Wolters,;Christian;Bahnhofstr. 13 c;26826;Weener;4478;1;3,1;Pak 1/1;;;3,1;;;991230;;;4478-Pak 1/1-991230;
1461;02528200;100;Blumenhaus;Halwas,;Gesine;Hauptkanal links 94;26871;Papenburg;4479;1;3,1;Pak 1/1;;;3,1;;;991230;;;4479-Pak 1/1-991230;
1465;02536200;100;Blumenhaus;Wegener;Dieter, Blumenatelier Wegener;Hauptkanal rechts 49;26871;Papenburg;4480;1;3,1;Pak 1/1;;;3,1;;;991230;;;4480-Pak 1/1-991230;
241;00458100;100;Blumenhaus;Lemke,;Heike, Blumenhaus Botanica;Burgstr. 39;27243;Harpstedt;4481;1;3,1;Pak 1/1;;;3,1;;;991230;;;4481-Pak 1/1-991230;
1906;03430600;100;Blumenhaus;Köster;Bärbel, Blumenhaus Meisterjahn;Bremer Str. 35;27283;Verden;4482;1;3,1;Pak 1/1;;;3,1;;;991230;;;4482-Pak 1/1-991230;
2915;05556100;100;Blumenhaus;Rosebrock,;Hanna;Soltauer Str. 7;27374;Visselhövede;4483;1;3,1;Pak 1/1;;;3,1;;;991230;;;4483-Pak 1/1-991230;
394;00734000;100;Blumenhaus;Balk,;Marianne;Hauptstr. 29;27446;Selsingen;4484;1;3,1;Pak 1/1;;;3,1;;;991230;;;4484-Pak 1/1-991230;
4925;12436900;100;Blumenhaus;Busche,;Ernst-Wilhelm;Bremer Str. 16;27616;Beverstedt;4485;1;3,1;Pak 1/1;;;3,1;;;991230;;;4485-Pak 1/1-991230;
787;01401700;100;Blumenhaus;Peper,;Wilhelm und Jens, Peper Gartenbau;Alte Schulstr. 23;27729;Hambergen;4486;1;3,1;Pak 1/1;;;3,1;;;991230;;;4486-Pak 1/1-991230;
3424;06984600;100;Blumenhaus;Zeidler,;Monika;Friedensstr. 98;27753;Delmenhorst;4487;1;3,1;Pak 1/1;;;3,1;;;991230;;;4487-Pak 1/1-991230;
4865;12278200;100;Blumenhaus;Blumen-Schor Sylvia Schor;;Bahnhofsplatz (im Hbhf.) 15;28195;Bremen;4488;1;3,1;Pak 1/1;;;3,1;;;991230;;;4488-Pak 1/1-991230;
334;00639300;100;Blumenhaus;Blumen-Nordmeyer;Inh. Gerda Conrad;Verdener Str. 35;28205;Bremen;4489;1;3,1;Pak 1/1;;;3,1;;;991230;;;4489-Pak 1/1-991230;
4881;12333100;100;Blumenhaus;Otte GbR,;Frank und Lisa;Heinstr. 1;28213;Bremen;4490;1;3,1;Pak 1/1;;;3,1;;;991230;;;4490-Pak 1/1-991230;
2182;03978400;100;Blumenhaus;Logemann,;Ilse, vorm. Osten;Grambker Heerstr. 129-131;28719;Bremen;4491;1;3,1;Pak 1/1;;;3,1;;;991230;;;4491-Pak 1/1-991230;
2425;04467300;100;Blumenhaus;Tusche,;Anne-Katrin;Lerchenstr. 32;28755;Bremen;4492;1;3,1;Pak 1/1;;;3,1;;;991230;;;4492-Pak 1/1-991230;
4552;11226100;100;Blumenhaus;Blumen-Hühne, Willi Hühne,;Inh. U. Blümel;Fährer Flur 51;28755;Bremen;4493;1;3,1;Pak 1/1;;;3,1;;;991230;;;4493-Pak 1/1-991230;
73;00126800;100;Blumenhaus;Scharnagel,;Franz;Zur Malsch 91;28816;Stuhr;4494;1;3,1;Pak 1/1;;;3,1;;;991230;;;4494-Pak 1/1-991230;
3752;07916001;100;Blumenhaus;Borchers,;Heiner, Tulipa;Bassumer Str. 22;28816;Stuhr;4495;1;3,1;Pak 1/1;;;3,1;;;991230;;;4495-Pak 1/1-991230;
4623;11418900;100;Blumenhaus;Schreier,;Monika, Blumenhaus Schreier;Neustadt 48;29225;Celle;4496;1;3,1;Pak 1/1;;;3,1;;;991230;;;4496-Pak 1/1-991230;
142;00249100;100;Blumenhaus;Helmholz,;Annegret;Am Damm 1a;29303;Bergen-Sülze;4497;1;3,1;Pak 1/1;;;3,1;;;991230;;;4497-Pak 1/1-991230;
4689;11633801;100;Blumenhaus;Sander,;Helmut und Annette;Hauptstr. 5;29342;Wienhausen;4498;1;3,1;Pak 1/1;;;3,1;;;991230;;;4498-Pak 1/1-991230;
3434;07026600;100;Blumenhaus;Klaucke,;Arne;Lange Str. 32;29462;Wustrow;4499;1;3,1;Pak 1/1;;;3,1;;;991230;;;4499-Pak 1/1-991230;
4257;09202201;100;Blumenhaus;Meyer,;Edelgard;Gertrud-Noch-Str. 2;29525;Uelzen;4500;1;3,1;Pak 1/1;;;3,1;;;991230;;;4500-Pak 1/1-991230;
4810;12095200;100;Blumenhaus;Kobs,;Petra;Wulfsoder Str. 8;29565;Wriedel;4501;1;3,1;Pak 1/1;;;3,1;;;991230;;;4501-Pak 1/1-991230;
5014;12775900;100;Blumenhaus;Jung,;Hans-Jürgen;Bahnhofstr. 44;29574;Ebstorf;4502;1;3,1;Pak 1/1;;;3,1;;;991230;;;4502-Pak 1/1-991230;
238;00450900;100;Blumenhaus;Blumenparadies;Radtke GmbH;Lüneburger Str. 96;29614;Soltau;4503;1;3,1;Pak 1/1;;;3,1;;;991230;;;4503-Pak 1/1-991230;
2706;05017200;100;Blumenhaus;Oldenburg,;Gerhard;Falshorner Str. 1;29643;Neuenkirchen;4504;1;3,1;Pak 1/1;;;3,1;;;991230;;;4504-Pak 1/1-991230;
5378;11916900;100;Blumenhaus;Dann,;Mathias, Gartenbau Mathias Dann;Malergasse 4;29649;Wietzendorf;4505;1;3,1;Pak 1/1;;;3,1;;;991230;;;4505-Pak 1/1-991230;
2317;04266800;100;Blumenhaus;Stein,;Klaudia, Blütenzauber;Kreuzkamp 1;29693;Hodenhagen;4506;1;3,1;Pak 1/1;;;3,1;;;991230;;;4506-Pak 1/1-991230;
853;01513300;100;Blumenhaus;Wiesing,;Monika, Blumen Wiesing;Fundstr. 2;30161;Hannover;4507;1;3,1;Pak 1/1;;;3,1;;;991230;;;4507-Pak 1/1-991230;
3281;06604800;100;Blumenhaus;Wegener,;Ottilie, Blumen Wegener;An der Lutherkirche 8;30167;Hannover;4508;1;3,1;Pak 1/1;;;3,1;;;991230;;;4508-Pak 1/1-991230;
1939;03498101;100;Blumenhaus;Baruti,;Flora, Blumen Flora;Hildesheimer Str. 92;30169;Hannover;4509;1;3,1;Pak 1/1;;;3,1;;;991230;;;4509-Pak 1/1-991230;
2570;04747200;100;Blumenhaus;Rieckenberg,;Robert;Fuhsestr. 2;30419;Hannover;4510;1;3,1;Pak 1/1;;;3,1;;;991230;;;4510-Pak 1/1-991230;
4506;11063400;100;Blumenhaus;Alt,;Erika;Ernst-Cammann-Str. 6;30453;Hannover;4511;1;3,1;Pak 1/1;;;3,1;;;991230;;;4511-Pak 1/1-991230;
1940;03498102;100;Blumenhaus;Baruti,;Flora, Blumen Flora;Göttinger Chaussee 240;30459;Hannover;4512;1;3,1;Pak 1/1;;;3,1;;;991230;;;4512-Pak 1/1-991230;
1383;02412200;100;Blumenhaus;Meier und Buchmann GbR,;Blütezeit;Tiergartenstr. 126 b;30559;Hannover;4513;1;3,1;Pak 1/1;;;3,1;;;110807;07.08.2011;;4513-Pak 1/1-110807;
256;00484600;100;Blumenhaus;Heinze,;Carmen;Gleidinger Str. 13;30880;Laatzen;4514;1;3,1;Pak 1/1;;;3,1;;;991230;;;4514-Pak 1/1-991230;
4338;09365400;100;Blumenhaus;Mengher,;Hanna;Hildesheimer Str. 352;30880;Laatzen;4515;1;3,1;Pak 1/1;;;3,1;;;991230;;;4515-Pak 1/1-991230;
5047;12873900;100;Blumenhaus;Schunder,;Frank, Natur-pur;Kastanienweg 2;30880;Laatzen;4516;1;3,1;Pak 1/1;;;3,1;;;991230;;;4516-Pak 1/1-991230;
5270;23029600;100;Blumenhaus;Lichtenberg,;Martin, Gärtnerei Lichtenberg;Sonnenbergstr. 5;31084;Freden;4517;1;3,1;Pak 1/1;;;3,1;;;991230;;;4517-Pak 1/1-991230;
4164;09016500;100;Blumenhaus;Schneider,;Godehard, Gärtnerei Schneider;Alfelder Str. 55 a;31139;Hildesheim;4518;1;3,1;Pak 1/1;;;3,1;;;991230;;;4518-Pak 1/1-991230;
4968;12571700;100;Blumenhaus;Gewohn,;Agnes;Am neuen Teiche 2;31139;Hildesheim;4519;1;3,1;Pak 1/1;;;3,1;;;991230;;;4519-Pak 1/1-991230;
3146;06172600;100;Blumenhaus;Blumenhaus Günter Sziedat;Inh. Thomas Sziedat;Holztorstr. 20;31157;Sarstedt;4520;1;3,1;Pak 1/1;;;3,1;;;991230;;;4520-Pak 1/1-991230;
4620;11410400;100;Blumenhaus;Henschke,;Regina, Blumenhaus Henschke;Wellweg 12;31157;Sarstedt;4521;1;3,1;Pak 1/1;;;3,1;;;991230;;;4521-Pak 1/1-991230;
3049;05909800;100;Blumenhaus;Spörri,;Hansjörg;Jägerhausstr. 8;31167;Bockenem;4522;1;3,1;Pak 1/1;;;3,1;;;991230;;;4522-Pak 1/1-991230;
1813;03245000;100;Blumenhaus;Blumen Ingelmann e.K.;;Heerstr. 10;31191;Algermissen;4523;1;3,1;Pak 1/1;;;3,1;;;991230;;;4523-Pak 1/1-991230;
4824;12136100;100;Blumenhaus;Grotjahn,;Viola, Das Blumenfenster;Hauptstr. 70;31195;Lamspringe;4524;1;3,1;Pak 1/1;;;3,1;;;991230;;;4524-Pak 1/1-991230;
192;00359300;100;Blumenhaus;Blumen-Seehausen, Ilona,;Am Friedhof;Neustädter Str. 1a;31515;Wunstorf;4525;1;3,1;Pak 1/1;;;3,1;;;991230;;;4525-Pak 1/1-991230;
2711;05030000;100;Blumenhaus;Dubbert,;Reinhard, Blumen Dubbert;Blumenauer Str. 22;31515;Wunstorf;4526;1;3,1;Pak 1/1;;;3,1;;;991230;;;4526-Pak 1/1-991230;
4679;11603500;100;Blumenhaus;Woelk,;Hartmut;Zu den Köhlerbergen 3;31582;Nienburg;4527;1;3,1;Pak 1/1;;;3,1;;;991230;;;4527-Pak 1/1-991230;
3731;07859200;100;Blumenhaus;Thielker,;Reinhard und Holger Schröder, GaLa-Bau & Floristik;Sulinger Str. 38;31613;Wietzen;4528;1;3,1;Pak 1/1;;;3,1;;;991230;;;4528-Pak 1/1-991230;
4328;09340300;100;Blumenhaus;1 a Floristik;Inh. Christian Schaper e.K.;Zum Friedhof Wehl 4;31787;Hameln;4529;1;3,1;Pak 1/1;;;3,1;;;991230;;;4529-Pak 1/1-991230;
3410;06955900;100;Blumenhaus;Blumenhaus Röhrig,;Inh. Martina Hilger;Mühlenstr 14;31848;Bad Münder;4530;1;3,1;Pak 1/1;;;3,1;;;991230;;;4530-Pak 1/1-991230;
3129;06116400;100;Blumenhaus;Vietinghoff,;Ralf;Löhner Str. 322;32120;Hiddenhausen;4531;1;3,1;Pak 1/1;;;3,1;;;991230;;;4531-Pak 1/1-991230;
2596;04804000;100;Blumenhaus;Brakensiek,;Werner;Meller Str. 46;32130;Enger;4532;1;3,1;Pak 1/1;;;3,1;;;991230;;;4532-Pak 1/1-991230;
3690;07736100;100;Blumenhaus;Gehring,;Jan, Blumen Bobbenkamp;Spenger Str. 338;32130;Enger;4533;1;3,1;Pak 1/1;;;3,1;;;991230;;;4533-Pak 1/1-991230;
4588;11324000;100;Blumenhaus;Kunze-Rudel,;Anke, Anke's Blumenstube;Lange Str. 66;32139;Spenge;4534;1;3,1;Pak 1/1;;;3,1;;;991230;;;4534-Pak 1/1-991230;
3698;07764800;100;Blumenhaus;Schäpsmeier,;Ulrich;Stettiner Str. 5;32257;Bünde;4535;1;3,1;Pak 1/1;;;3,1;;;991230;;;4535-Pak 1/1-991230;
71;00123900;100;Blumenhaus;Schuster,;Klaus;Brandhorststr. 35;32278;Kirchlengern;4536;1;3,1;Pak 1/1;;;3,1;;;991230;;;4536-Pak 1/1-991230;
2301;04215300;100;Blumenhaus;Menke,;Karl-August;Stiftstr. 104;32278;Kirchlengern;4537;1;3,1;Pak 1/1;;;3,1;;;991230;;;4537-Pak 1/1-991230;
4587;11321400;100;Blumenhaus;Blumen Klinksiek,;Inh. Anne Vortmeier e.Kfr.;Wittekindstr. 4;32361;Preußisch Oldendorf;4538;1;3,1;Pak 1/1;;;3,1;;;991230;;;4538-Pak 1/1-991230;
165;00296200;100;Blumenhaus;Hintenberg,;Heinz;Messlinger Str. 27;32469;Petershagen;4539;1;3,1;Pak 1/1;;;3,1;;;991230;;;4539-Pak 1/1-991230;
1178;02063900;100;Blumenhaus;Meier,;Margarete, vorm. Rohlfing;Dorfstr. 60;32584;Löhne;4540;1;3,1;Pak 1/1;;;3,1;;;991230;;;4540-Pak 1/1-991230;
3008;05795500;100;Blumenhaus;Damitz,;Ingrid und Bernhard;Löhner Str. 149;32584;Löhne;4541;1;3,1;Pak 1/1;;;3,1;;;991230;;;4541-Pak 1/1-991230;
2348;04322500;100;Blumenhaus;Bicker,;Karl-Heinz;Postweg 2;32676;Lügde;4542;1;3,1;Pak 1/1;;;3,1;;;991230;;;4542-Pak 1/1-991230;
5238;22657000;100;Blumenhaus;Schlieker,;Michael;Pyrmonterstr. 54;32676;Lügde;4543;1;3,1;Pak 1/1;;;3,1;;;991230;;;4543-Pak 1/1-991230;
90;00159100;100;Blumenhaus;Bertram,;Manfred;Mittelstr. 18;32683;Barntrup;4544;1;3,1;Pak 1/1;;;3,1;;;110813;13.08.2011;;4544-Pak 1/1-110813;
1752;03124200;100;Blumenhaus;Voth,;Armin;Peile 11;32689;Kalletal;4545;1;3,1;Pak 1/1;;;3,1;;;991230;;;4545-Pak 1/1-991230;
4522;11126800;100;Blumenhaus;Eikermann,;Olaf, Blumen Karl;Hauptstr. 8;32694;Dörentrup;4546;1;3,1;Pak 1/1;;;3,1;;;991230;;;4546-Pak 1/1-991230;
1596;02790700;100;Blumenhaus;Dümchen,;Volker;Pyrmonter Str. 1;32816;Schieder-Schwalenberg;4547;1;3,1;Pak 1/1;;;3,1;;;991230;;;4547-Pak 1/1-991230;
266;00518500;100;Blumenhaus;Hellmich,;Manfred, Blumenhaus Hellmich;Bahnhofstr. 19;32825;Blomberg;4548;1;3,1;Pak 1/1;;;3,1;;;991230;;;4548-Pak 1/1-991230;
5245;22793900;100;Blumenhaus;Hoppe,;Sandra;Hatzfelder Str. 5;33104;Paderborn;4549;1;3,1;Pak 1/1;;;3,1;;;991230;;;4549-Pak 1/1-991230;
4916;12420701;100;Blumenhaus;Sporkmann,;Johannes;Bielefelder Str. 38;33161;Hövelhof;4550;1;3,1;Pak 1/1;;;3,1;;;991230;;;4550-Pak 1/1-991230;
2467;04542300;100;Blumenhaus;Mathia-Menk,;Sabine;Finkestr. 80;33165;Lichtenau-Atteln;4551;1;3,1;Pak 1/1;;;3,1;;;991230;;;4551-Pak 1/1-991230;
3401;06929500;100;Blumenhaus;Fecke-Sievers,;Sonja;Glockenstr. 23;33165;Lichtenau;4552;1;3,1;Pak 1/1;;;3,1;;;991230;;;4552-Pak 1/1-991230;
3235;06466400;100;Blumenhaus;Lehmann,;Ursula, Blumenhaus Lehmann;Adenauerstr. 58;33184;Altenbeken;4553;1;3,1;Pak 1/1;;;3,1;;;991230;;;4553-Pak 1/1-991230;
2705;05015000;100;Blumenhaus;Austermann,;Berthold;Mastholter Str. 19;33397;Rietberg;4554;1;3,1;Pak 1/1;;;3,1;;;991230;;;4554-Pak 1/1-991230;
4214;09118900;100;Blumenhaus;Schniggendiller,;Johannes;Bahnhofstr. 91;33397;Rietberg;4555;1;3,1;Pak 1/1;;;3,1;;;991230;;;4555-Pak 1/1-991230;
1748;03118300;100;Blumenhaus;Grothues,;Bernhard;Im Vechtel 12;33428;Harsewinkel;4556;1;3,1;Pak 1/1;;;3,1;;;991230;;;4556-Pak 1/1-991230;
4831;12167600;100;Blumenhaus;Roth,;Veronika;Klosterhof 21;33428;Marienfeld;4557;1;3,1;Pak 1/1;;;3,1;;;991230;;;4557-Pak 1/1-991230;
3192;06309800;100;Blumenhaus;Herbort,;Alfons;Hauptstr. 37;33449;Langenberg;4558;1;3,1;Pak 1/1;;;3,1;;;991230;;;4558-Pak 1/1-991230;
2068;03760000;100;Blumenhaus;Klose,;Hans-Jürgen;Oldentruper Str. 84 a;33604;Bielefeld;4559;1;3,1;Pak 1/1;;;3,1;;;991230;;;4559-Pak 1/1-991230;
4993;12680900;100;Blumenhaus;Kowert Gartencenter GmbH;;Gustav-Freytag-Str. 2;33613;Bielefeld;4560;1;3,1;Pak 1/1;;;3,1;;;991230;;;4560-Pak 1/1-991230;
235;00447700;100;Blumenhaus;Begemann,;Manuela;Wickenkamp 24-26a;33615;Bielefeld;4561;1;3,1;Pak 1/1;;;3,1;;;991230;;;4561-Pak 1/1-991230;
2446;04506600;100;Blumenhaus;Klähn,;Karin, vorm. Strohmeyer;Hohenzollernstr. 34;33617;Bielefeld;4562;1;3,1;Pak 1/1;;;3,1;;;991230;;;4562-Pak 1/1-991230;
3479;07163600;100;Blumenhaus;Schwake,;Guido, Blumen Schwake;Kirchdornberger Str. 19;33619;Bielefeld;4563;1;3,1;Pak 1/1;;;3,1;;;991230;;;4563-Pak 1/1-991230;
441;00809900;100;Blumenhaus;Storck-Schierenbeck,;Silke, Blumenhof;Murmelweg 12;33729;Bielefeld;4564;1;3,1;Pak 1/1;;;3,1;;;991230;;;4564-Pak 1/1-991230;
935;01658100;100;Blumenhaus;Grimm,;Irmgard, Blumen Grimm;Kafkastr. 31;33729;Bielefeld;4565;1;3,1;Pak 1/1;;;3,1;;;991230;;;4565-Pak 1/1-991230;
375;00703100;100;Blumenhaus;Hartig,;Herbert;Bahnhofstr. 21;33803;Steinhagen;4566;1;3,1;Pak 1/1;;;3,1;;;991230;;;4566-Pak 1/1-991230;
388;00719000;100;Blumenhaus;Plempel,;Rainer und Frank;Riegestr. 43;33803;Steinhagen-Brockhagen;4567;1;3,1;Pak 1/1;;;3,1;;;991230;;;4567-Pak 1/1-991230;
4778;11991800;100;Blumenhaus;Dreessen,;Antje;Am Markt 1;33803;Steinhagen;4568;1;3,1;Pak 1/1;;;3,1;;;991230;;;4568-Pak 1/1-991230;
1122;01969100;100;Blumenhaus;Thiele GbR,;Alfred u. Karin;Falderbaumstr. (Industriepark) 4;34123;Kassel;4569;1;3,1;Pak 1/1;;;3,1;;;991230;;;4569-Pak 1/1-991230;
4194;09074900;100;Blumenhaus;Adas-Yesilcayir;Nigar, Blumenhaus Adas;Breslauer Str. 60;34123;Kassel;4570;1;3,1;Pak 1/1;;;3,1;;;991230;;;4570-Pak 1/1-991230;
4542;11191600;100;Blumenhaus;Glätzer,;Richard;Forstbachweg 47;34123;Kassel;4571;1;3,1;Pak 1/1;;;3,1;;;110812;12.08.2011;;4571-Pak 1/1-110812;
1859;03327901;100;Blumenhaus;Wegner,;Cornelia, Blumen Wegner;Frankfurter Str. (im Dez) 225;34134;Kassel;4572;1;3,1;Pak 1/1;;;3,1;;;991230;;;4572-Pak 1/1-991230;
757;01353100;100;Blumenhaus;Bohlender,;Kerstin;Nothfelder Str. 14;34289;Zierenberg-Oberelsungen;4573;1;3,1;Pak 1/1;;;3,1;;;991230;;;4573-Pak 1/1-991230;
4812;12102100;100;Blumenhaus;Söder,;Claudia;Steinweg 3 a;34298;Helsa;4574;1;3,1;Pak 1/1;;;3,1;;;991230;;;4574-Pak 1/1-991230;
4185;09059900;100;Blumenhaus;Herbig,Helmut und Earl Bathen;;Schwarzebachweg 9;34320;Söhrewald-Wellerode;4575;1;3,1;Pak 1/1;;;3,1;;;991230;;;4575-Pak 1/1-991230;
1038;01828700;100;Blumenhaus;Christ,;Nadine;Wilhelmshäuser Str. 39;34346;Hann. Münden;4576;1;3,1;Pak 1/1;;;3,1;;;991230;;;4576-Pak 1/1-991230;
2969;05672400;100;Blumenhaus;Blumen-Koch-Stoll, Inh. Astrid Koch-Stoll;;Hedemündener Str. 32-34;34346;Hann. Münden;4577;1;3,1;Pak 1/1;;;3,1;;;991230;;;4577-Pak 1/1-991230;
4184;09058800;100;Blumenhaus;Rommel,;Edgar und Ulrich Spahr;Langestr. 1;34359;Reinhardshagen;4578;1;3,1;Pak 1/1;;;3,1;;;991230;;;4578-Pak 1/1-991230;
3013;05815500;100;Blumenhaus;Fröhlich,;Lothar, Blumen im Glashaus Unser Garten;Schäferbreite 3;34379;Calden;4579;1;3,1;Pak 1/1;;;3,1;;;110805;05.08.2011;;4579-Pak 1/1-110805;
837;01478300;100;Blumenhaus;Brenndörfer-Jiga,;Birgit, Blumenwerkstatt;Markt 4;34393;Grebenstein;4580;1;3,1;Pak 1/1;;;3,1;;;991230;;;4580-Pak 1/1-991230;
4705;11706200;100;Blumenhaus;Meyer,;Rolf, vorm. Fricke;Überm Sauertal 1;34393;Grebenstein;4581;1;3,1;Pak 1/1;;;3,1;;;991230;;;4581-Pak 1/1-991230;
1758;03134400;100;Blumenhaus;Blumenstudio Petra Graute GmbH;;Briloner Str. 31;34414;Warburg;4582;1;3,1;Pak 1/1;;;3,1;;;991230;;;4582-Pak 1/1-991230;
1419;02464800;100;Blumenhaus;Balkenhol,;Ulrich;Lange Torstr. 29a;34439;Willebadessen-Peckelsheim;4583;1;3,1;Pak 1/1;;;3,1;;;991230;;;4583-Pak 1/1-991230;
2367;04347500;100;Blumenhaus;Kraatz,;Sandra, Blumenhaus Kraatz;Kurfürstenstr. 16;34466;Wolfhagen;4584;1;3,1;Pak 1/1;;;3,1;;;991230;;;4584-Pak 1/1-991230;
4586;11318600;100;Blumenhaus;Röhre,;Robert, Blumenhaus Röhre;Wilhelmstr. 9;34466;Wolfhagen;4585;1;3,1;Pak 1/1;;;3,1;;;991230;;;4585-Pak 1/1-991230;
2849;05354600;100;Blumenhaus;Josef Funke GmbH;;Warburger Str. 1;34471;Volkmarsen;4586;1;3,1;Pak 1/1;;;3,1;;;991230;;;4586-Pak 1/1-991230;
3588;07433300;100;Blumenhaus;Goischke,;Hermann;Ziegenhainer Str. 8 a;34576;Homberg;4587;1;3,1;Pak 1/1;;;3,1;;;991230;;;4587-Pak 1/1-991230;
2625;04860300;100;Blumenhaus;Blumengarten Falk GmbH & Co. KG;;Im Blumenfeld 2;34593;Knüllwald;4588;1;3,1;Pak 1/1;;;3,1;;;991230;;;4588-Pak 1/1-991230;
126;00220200;100;Blumenhaus;Bettenhausen,;Klaus;Ziegenhainer Str. 18;34599;Neuental;4589;1;3,1;Pak 1/1;;;3,1;;;991230;;;4589-Pak 1/1-991230;
4900;12387301;100;Blumenhaus;Schneider,;Manfred;Baldinger Str. - Klinikum -;35043;Marburg;4590;1;3,1;Pak 1/1;;;3,1;;;991230;;;4590-Pak 1/1-991230;
4857;12255400;100;Blumenhaus;Schmidt,;Hans-Günther;Forststr. 2;35088;Battenberg;4591;1;3,1;Pak 1/1;;;3,1;;;991230;;;4591-Pak 1/1-991230;
4360;09395200;100;Blumenhaus;Weiß,;Karin;Bahnhofstr. 49;35108;Allendorf;4592;1;3,1;Pak 1/1;;;3,1;;;991230;;;4592-Pak 1/1-991230;
2637;04897800;100;Blumenhaus;Schulz,;Peter;Niederrheinische Str. 58;35274;Kirchhain;4593;1;3,1;Pak 1/1;;;3,1;;;991230;;;4593-Pak 1/1-991230;
2550;04706000;100;Blumenhaus;Schnell,;Heinz;Am Erlen 2;35469;Allendorf;4594;1;3,1;Pak 1/1;;;3,1;;;991230;;;4594-Pak 1/1-991230;
5054;12886500;100;Blumenhaus;Klein,;Rita, Blumen Studio Bürcky;Krämerstr. 17;35578;Wetzlar;4595;1;3,1;Pak 1/1;;;3,1;;;991230;;;4595-Pak 1/1-991230;
4654;11532300;100;Blumenhaus;Blumenhof Rosenberger GmbH;;Friedrichstr. 5;35716;Dietzhölztal;4596;1;3,1;Pak 1/1;;;3,1;;;991230;;;4596-Pak 1/1-991230;
3590;07434400;100;Blumenhaus;Enners,;Maik, Gärtnerei Enners;Westerwaldstr. 71;35753;Greifenstein;4597;1;3,1;Pak 1/1;;;3,1;;;991230;;;4597-Pak 1/1-991230;
3127;06114200;100;Blumenhaus;Martin,;Waldemar;Bundesstr. 3;35764;Sinn;4598;1;3,1;Pak 1/1;;;3,1;;;991230;;;4598-Pak 1/1-991230;
1491;02590300;100;Blumenhaus;Diegmüller,;Günter, Blumen Zeh;Langebrückenstr. 33;36037;Fulda;4599;1;3,1;Pak 1/1;;;3,1;;;991230;;;4599-Pak 1/1-991230;
1854;03320201;100;Blumenhaus;ABC Florist Neuhann;Elisabeth Neuhann;Steinweg 12;36037;Fulda;4600;1;3,1;Pak 1/1;;;3,1;;;991230;;;4600-Pak 1/1-991230;
650;01179800;100;Blumenhaus;Möller,;Gerhard;Merkurstr. 29;36041;Fulda;4601;1;3,1;Pak 1/1;;;3,1;;;991230;;;4601-Pak 1/1-991230;
939;01663900;100;Blumenhaus;Ruppel,;Brigitte, Gärtnerei Ruppel;Mackenzeller Str. 33;36088;Hünfeld;4602;1;3,1;Pak 1/1;;;3,1;;;991230;;;4602-Pak 1/1-991230;
971;01712600;100;Blumenhaus;Fiedler,;Karin;Rhönstr. 9;36142;Tann;4603;1;3,1;Pak 1/1;;;3,1;;;991230;;;4603-Pak 1/1-991230;
3183;06288700;100;Blumenhaus;Pappert,;Andreas;Fuldaer Str. 23a;36145;Hofbieber;4604;1;3,1;Pak 1/1;;;3,1;;;991230;;;4604-Pak 1/1-991230;
1105;01941700;100;Blumenhaus;Krebs,;Carola, Der Blumenladen;Fuldaer Str. 8;36160;Dipperz;4605;1;3,1;Pak 1/1;;;3,1;;;991230;;;4605-Pak 1/1-991230;
4472;10058000;100;Blumenhaus;Iffert,;Elke;Eschweger Str. 27;36205;Sontra-Wichmannshausen;4606;1;3,1;Pak 1/1;;;3,1;;;991230;;;4606-Pak 1/1-991230;
857;01517700;100;Blumenhaus;Seydel,;Gisela, vorm. Blumen-Kaschik;Schlesische Str. 1;36251;Bad Hersfeld;4607;1;3,1;Pak 1/1;;;3,1;;;991230;;;4607-Pak 1/1-991230;
1802;03221100;100;Blumenhaus;Hofmann,;Heiko, Blumenkörbchen Hofmann;August-Vilmar-Str. 7;36266;Heringen;4608;1;3,1;Pak 1/1;;;3,1;;;991230;;;4608-Pak 1/1-991230;
3560;07362900;100;Blumenhaus;Schmidt,;Petra;Bahnhofstr. 13;36280;Oberaula;4609;1;3,1;Pak 1/1;;;3,1;;;991230;;;4609-Pak 1/1-991230;
3256;06528600;100;Blumenhaus;Krusche,;Klaus-Dieter;Schwabenröder Str. 17;36304;Alsfeld;4610;1;3,1;Pak 1/1;;;3,1;;;991230;;;4610-Pak 1/1-991230;
