geliefert;Partner-Nr.;Anzahl;Post-Anrede;Post-Name1;Post-Name2;Post-Straße;Post-PLZ;Post-Ort;Floh;Teile;Gesamtgewicht;Aufkl. 1;Aufkl. 2;Aufkl. 3;Gew. Paket 1;Gew. Paket 2;Gew. Paket 3;;Urlaub bis;Urlaub2 bis;PaketFloh;
3873;08290400;300;Blumenhaus;Aust,;Christian;Äussere-Weber-Str. 91;02763;Zittau;2453;1;7,4;Pak 1/1;;;7,4;;;991230;;;2453-Pak 1/1-991230;
3190;06304300;300;Blumenhaus;Schmidt,;Kathrin, Thiele-Blumen;Lindenweg 4;02779;Großschönau;2454;1;7,4;Pak 1/1;;;7,4;;;991230;;;2454-Pak 1/1-991230;
4034;08731701;300;Blumenhaus;Floralia Zierpflanzen- und;Floristikgroßhandels GmbH;Willy-Brandt-Str. 19a;03042;Cottbus;2455;1;7,4;Pak 1/1;;;7,4;;;991230;;;2455-Pak 1/1-991230;
5323;24866801;300;Blumenhaus;Hugler,;Doris, Blumenhaus Frenzel;Neustädter Str. 8;03046;Cottbus;2456;1;7,4;Pak 1/1;;;7,4;;;991230;;;2456-Pak 1/1-991230;
4106;08893800;300;Blumenhaus;Peschtrich,;Uwe, Gärtnerei & Gartengestaltung;Drebkauer Hauptstr. 15a;03116;Drebkau;2457;1;7,4;Pak 1/1;;;7,4;;;991230;;;2457-Pak 1/1-991230;
4470;10056600;300;Blumenhaus;Schneider,;Cornelia, Conny's Blumenladen;Cottbuser Str. 29 b;03149;Forst;2458;1;7,4;Pak 1/1;;;7,4;;;991230;;;2458-Pak 1/1-991230;
5322;24866800;300;Blumenhaus;Hugler,;Doris, Blumenhaus Frenzel;Cottbusser Str. 25;03149;Forst;2459;1;7,4;Pak 1/1;;;7,4;;;991230;;;2459-Pak 1/1-991230;
4401;09459700;300;Blumenhaus;Blumenhaus Fortuna GmbH;;Fr.-Schiller-Str. 24;03172;Guben;2460;1;7,4;Pak 1/1;;;7,4;;;991230;;;2460-Pak 1/1-991230;
954;01679700;300;Blumenhaus;Blumenland Engler GmbH & Co. KG;;Haydnstr. 3;04107;Leipzig;2461;1;7,4;Pak 1/1;;;7,4;;;991230;;;2461-Pak 1/1-991230;
1522;02645600;300;Blumenhaus;Kühne,;Gabriele, Gabi's Blumenparadies;Georg-Schumann-Str. 281;04159;Leipzig;2462;1;7,4;Pak 1/1;;;7,4;;;991230;;;2462-Pak 1/1-991230;
4364;09399600;300;Blumenhaus;Lang,;Mario, Lang's Blumen;Zschochersche Allee 68;04207;Leipzig;2463;1;7,4;Pak 1/1;;;7,4;;;991230;;;2463-Pak 1/1-991230;
3910;08366400;300;Blumenhaus;Alt-Connewitzer-Blumenhaus,;Eleonore Linke;Meusdorfer Str. 18;04277;Leipzig;2465;1;7,4;Pak 1/1;;;7,4;;;110814;14.08.2011;;2465-Pak 1/1-110814;
607;01113600;300;Blumenhaus;Ungibauer,;Nicolette, Blumenservice Baalsdorf;Apelsteinweg 1;04316;Leipzig;2466;1;7,4;Pak 1/1;;;7,4;;;991230;;;2466-Pak 1/1-991230;
3771;08040600;300;Blumenhaus;Anger-Crottendorfer Blumenhaus;Rolf Klimsch e.K.;Zweinaundorfer Str. 78;04318;Leipzig;2467;1;7,4;Pak 1/1;;;7,4;;;991230;;;2467-Pak 1/1-991230;
3319;06700600;300;Blumenhaus;Zeithammel,;Regina;Bautzner Str. 16;04347;Leipzig;2468;1;7,4;Pak 1/1;;;7,4;;;991230;;;2468-Pak 1/1-991230;
2851;05358000;300;Blumenhaus;Becher,;Mario, Blumen Becher;J.-R.-Becher-Str. 27;04509;Delitzsch;2469;1;7,4;Pak 1/1;;;7,4;;;991230;;;2469-Pak 1/1-991230;
1224;02139802;300;Blumenhaus;Kretzschmer,;Udo, Blumen Kretzschmer;Leipziger Str. 75;04564;Böhlen;2470;1;7,4;Pak 1/1;;;7,4;;;991230;;;2470-Pak 1/1-991230;
4133;08934400;300;Blumenhaus;Brehmer,;Oliver, Blumenhaus Brehmer;Johannisvorstadt 13;04600;Altenburg;2471;1;7,4;Pak 1/1;;;7,4;;;991230;;;2471-Pak 1/1-991230;
2584;04781700;300;Blumenhaus;Weber,;Christine;Narsdorfer Str. 277;04655;Kohren-Sahlis;2472;1;7,4;Pak 1/1;;;7,4;;;991230;;;2472-Pak 1/1-991230;
5368;03895500;300;Blumenhaus;Otto,;Anett, Blumenhof zum Gottesacker;Kreuzplatz 8;04741;Roßwein;2473;1;7,4;Pak 1/1;;;7,4;;;991230;;;2473-Pak 1/1-991230;
288;00552600;300;Blumenhaus;Schmidt,;Hilger, Blumen-Schmidt;Grenzstr. 8;04758;Oschatz;2474;1;7,4;Pak 1/1;;;7,4;;;991230;;;2474-Pak 1/1-991230;
1143;02002100;300;Blumenhaus;Schupke,;Matthias;Schulplatz 4a;04769;Mügeln;2475;1;7,4;Pak 1/1;;;7,4;;;991230;;;2475-Pak 1/1-991230;
3710;07798000;300;Blumenhaus;Friemel,;Dorothea, Garten & Floristik;Am Anger 15;04838;Eilenburg;2476;1;7,4;Pak 1/1;;;7,4;;;991230;;;2476-Pak 1/1-991230;
3836;08221600;300;Blumenhaus;Pötzsch,;Heidemarie, Blumeneck Pötzsch;Bahnhofstr. 52;04924;Bad Liebenwerda;2477;1;7,4;Pak 1/1;;;7,4;;;991230;;;2477-Pak 1/1-991230;
5259;22952900;300;Blumenhaus;Schröter,;Ingrid, Blumen-Freund;Liebenwerdaer Str. 33;04931;Mühlberg;2478;1;7,4;Pak 1/1;;;7,4;;;991230;;;2478-Pak 1/1-991230;
317;00610400;300;Blumenhaus;Freund,;Marco, Blumen Freund;Torgauer Str. 9;04938;Uebigau;2479;1;7,4;Pak 1/1;;;7,4;;;991230;;;2479-Pak 1/1-991230;
5128;20779400;300;Blumenhaus;Hofmann,;Jana, Hofmanns Blumeneck;Wörmlitzer Str. 109;06110;Halle;2480;1;7,4;Pak 1/1;;;7,4;;;991230;;;2480-Pak 1/1-991230;
3034;05873900;300;Blumenhaus;GARTENMEISTER;Keller & Hohnstock oHG;Trebitzer Str. 11;06193;Petersberg-Wallwitz;2481;1;7,4;Pak 1/1;;;7,4;;;991230;;;2481-Pak 1/1-991230;
3918;08380300;300;Blumenhaus;Harzer,;Kerstin und Kersten Roßbach GbR, Blumen & Floristik;Am Stadtgut 3c;06193;Löbejün;2482;1;7,4;Pak 1/1;;;7,4;;;991230;;;2482-Pak 1/1-991230;
3905;08344602;300;Blumenhaus;Geiseltaler Gartenwelt Vertriebs-GmbH;;Wesselinger Str. 2;06237;Leuna;2483;1;7,4;Pak 1/1;;;7,4;;;991230;;;2483-Pak 1/1-991230;
4313;09309100;300;Blumenhaus;Frauendorf,;Susann;Merseburger Landstraße 32;06246;Bad Lauchstädt;2484;1;7,4;Pak 1/1;;;7,4;;;991230;;;2484-Pak 1/1-991230;
1140;01999900;300;Blumenhaus;Holz,;Dietmar,Blumen von Anne;Friedensstr. 14;06295;Lutherstadt Eisleben;2485;1;7,4;Pak 1/1;;;7,4;;;991230;;;2485-Pak 1/1-991230;
4085;08851500;300;Blumenhaus;Linke,;Helga, Blumen-Eck;Breite Str. 70;06406;Bernburg;2486;1;7,4;Pak 1/1;;;7,4;;;991230;;;2486-Pak 1/1-991230;
673;01216100;300;Blumenhaus;Stieglitz,;Steffi;Augustenstr. 35;06493;Harzgerode;2487;1;7,4;Pak 1/1;;;7,4;;;991230;;;2487-Pak 1/1-991230;
5220;22423400;300;Blumenhaus;Richter,;Jürgen, Blumen & Floristik;Bahnhofstr. 20;06526;Sangerhausen;2488;1;7,4;Pak 1/1;;;7,4;;;991230;;;2488-Pak 1/1-991230;
1055;01851800;300;Blumenhaus;Killat,;Inken;Sangerhäuser Str. 12 a;06556;Artern;2489;1;7,4;Pak 1/1;;;7,4;;;991230;;;2489-Pak 1/1-991230;
3801;08127000;300;Blumenhaus;Sommer,;Bettina, Blumen Weilepp;Im Gewerbegebiet 22;06571;Wiehe;2490;1;7,4;Pak 1/1;;;7,4;;;991230;;;2490-Pak 1/1-991230;
3799;08123600;300;Blumenhaus;Henschke,;Sabine, Blumen Selle;Jenaer Str. 27;06618;Naumburg;2491;1;7,4;Pak 1/1;;;7,4;;;991230;;;2491-Pak 1/1-991230;
4009;08660300;300;Blumenhaus;Krunig GbR,;Stefanie & Axel, Blumenhaus Möller;Friedrich-Ebert-Str. 2;06628;Bad Kösen;2492;1;7,4;Pak 1/1;;;7,4;;;991230;;;2492-Pak 1/1-991230;
4480;10079400;300;Blumenhaus;Pötzsch,;Karl, Blumenhaus;Hallesche Str. 7 a;06796;Brehna;2493;1;7,4;Pak 1/1;;;7,4;;;991230;;;2493-Pak 1/1-991230;
3899;08337600;300;Blumenhaus;Dannenberg,;Thomas, Blumenparadies;Hauptstr. 130;06862;Dessau-Roßlau- Roßlau;2494;1;7,4;Pak 1/1;;;7,4;;;991230;;;2494-Pak 1/1-991230;
3813;08156700;300;Blumenhaus;Kurz-Zillmann,;Elfriede;Schloßstr. 52;06869;Coswig;2495;1;7,4;Pak 1/1;;;7,4;;;991230;;;2495-Pak 1/1-991230;
3929;08412800;300;Blumenhaus;Böttcher,;Christina, Blumenhaus;Dresdnerstr. 1;06918;Elster;2496;1;7,4;Pak 1/1;;;7,4;;;991230;;;2496-Pak 1/1-991230;
4146;08977800;300;Blumenhaus;Wetzel,;Volkmar;Saalfelder Str. 32;07387;Krölpa;2497;1;7,4;Pak 1/1;;;7,4;;;991230;;;2497-Pak 1/1-991230;
4097;08875401;300;Blumenhaus;Blumen Friedrich e.K.,;Inh. Regina Friedrich;Ludwigstr. 20;07407;Rudolstadt;2498;1;7,4;Pak 1/1;;;7,4;;;991230;;;2498-Pak 1/1-991230;
4152;08994100;300;Blumenhaus;Becker,;Manfred, Blumen am Klinikum;Dr. Schomburg-Str. 10;07548;Gera;2499;1;7,4;Pak 1/1;;;7,4;;;991230;;;2499-Pak 1/1-991230;
4080;08837500;300;Blumenhaus;Lochmann,;Mario, Blumen & Begrünungen;Altenburger Str. 61;07580;Ronneburg;2500;1;7,4;Pak 1/1;;;7,4;;;991230;;;2500-Pak 1/1-991230;
402;00746800;300;Blumenhaus;Herold,;Heike;Straße des Friedens 39;07646;Stadtroda;2501;1;7,4;Pak 1/1;;;7,4;;;991230;;;2501-Pak 1/1-991230;
841;01488600;300;Blumenhaus;Stolpe,;Margitta, Blumen Stolpe;Greizer Str. 77;07937;Zeulenroda-Triebes;2502;1;7,4;Pak 1/1;;;7,4;;;991230;;;2502-Pak 1/1-991230;
3946;08458500;300;Blumenhaus;Gnüchtel,;Andreas, Gartenbau & Blumenhaus;Malzhausstr. 35;08107;Kirchberg;2503;1;7,4;Pak 1/1;;;7,4;;;991230;;;2503-Pak 1/1-991230;
3855;08272010;300;Blumenhaus;Floribunda GmbH;;Kirchberger Str. 24;08112;Wilkau-Haßlau;2504;1;7,4;Pak 1/1;;;7,4;;;991230;;;2504-Pak 1/1-991230;
3863;08272026;300;Blumenhaus;Floribunda GmbH;;Kirchberger Str. 24;08112;Wilkau-Haßlau;2505;1;7,4;Pak 1/1;;;7,4;;;991230;;;2505-Pak 1/1-991230;
5311;24598700;300;Blumenhaus;Rahm,;Kerstin, Kerstin's Blumenladen;Klingenthaler Str. 5;08209;Auerbach;2506;1;7,4;Pak 1/1;;;7,4;;;991230;;;2506-Pak 1/1-991230;
3927;08410600;300;Blumenhaus;Sänger,;Frank und Thilo;Gartenstr. 26;08248;Klingenthal;2507;1;7,4;Pak 1/1;;;7,4;;;991230;;;2507-Pak 1/1-991230;
4099;08877601;300;Blumenhaus;Steinmüller,;Becky;Lindenstr. 35;08280;Aue;2508;1;7,4;Pak 1/1;;;7,4;;;991230;;;2508-Pak 1/1-991230;
1598;02794100;300;Blumenhaus;Schmidt,;Mike, Blumenhalle Schmidt;Am Chemnitzer Platz 11;08371;Glauchau;2509;1;7,4;Pak 1/1;;;7,4;;;991230;;;2509-Pak 1/1-991230;
4;00007800;300;Blumenhaus;Hochmuth,;Uta, vorm. Gärtnerei Linke;Friedhofstr. 13;08393;Meerane;2510;1;7,4;Pak 1/1;;;7,4;;;991230;;;2510-Pak 1/1-991230;
2902;05518200;300;Blumenhaus;Günther,;Brunhilde, Blumengeschäft Günther;Bahnhofstr. 64;08396;Waldenburg;2511;1;7,4;Pak 1/1;;;7,4;;;991230;;;2511-Pak 1/1-991230;
4059;08797000;300;Blumenhaus;Rauh,;Rosemarie, Blumeneck Rauh;Brühl 81;08412;Werdau;2512;1;7,4;Pak 1/1;;;7,4;;;991230;;;2512-Pak 1/1-991230;
5139;20980400;300;Blumenhaus;Lewek,;Christine, Blumen-Hertel;Bahnhofstr. 10;08485;Lengenfeld;2513;1;7,4;Pak 1/1;;;7,4;;;991230;;;2513-Pak 1/1-991230;
2109;03849500;300;Blumenhaus;Bauer,;Anke;Theumaer Str. 7;08529;Plauen;2514;1;7,4;Pak 1/1;;;7,4;;;991230;;;2514-Pak 1/1-991230;
1375;02399900;300;Blumenhaus;Richter,;Simone, Floristikshop Richter;Wladimir-Sagorski-Str. 22;09122;Chemnitz;2515;1;7,4;Pak 1/1;;;7,4;;;991230;;;2515-Pak 1/1-991230;
3826;08193501;300;Blumenhaus;Richter,;Andreas;Annaberger Str. 315;09125;Chemnitz;2516;1;7,4;Pak 1/1;;;7,4;;;991230;;;2516-Pak 1/1-991230;
2120;03871500;300;Blumenhaus;Fritzsch,;Petra, Blume Aktuell;Wartburgstr. 32-34;09126;Chemnitz;2517;1;7,4;Pak 1/1;;;7,4;;;991230;;;2517-Pak 1/1-991230;
2894;05472100;300;Blumenhaus;Pause,;Reinhold, Blumenbinderei Pause;Stollberger Str. 8a;09221;Neukirchen;2518;1;7,4;Pak 1/1;;;7,4;;;991230;;;2518-Pak 1/1-991230;
4088;08854800;300;Blumenhaus;Gojowczyk,;Peter, Gärtnerei Hartig;Ziegelstr. 10;09232;Hartmannsdorf;2519;1;7,4;Pak 1/1;;;7,4;;;110807;07.08.2011;;2519-Pak 1/1-110807;
191;00356500;300;Blumenhaus;Böhland,;Thomas;Auerswalder Hauptstr. 64;09244;Lichtenau-Auerswalde;2520;1;7,4;Pak 1/1;;;7,4;;;991230;;;2520-Pak 1/1-991230;
2906;05526300;300;Blumenhaus;Herrmann,;Heike, Blumenparadies;Brückenstr. 1;09322;Penig;2521;1;7,4;Pak 1/1;;;7,4;;;991230;;;2521-Pak 1/1-991230;
4129;08929700;300;Blumenhaus;Taubner,;Gotthard;Glauchauer Str. 41;09350;Lichtenstein;2522;1;7,4;Pak 1/1;;;7,4;;;991230;;;2522-Pak 1/1-991230;
4138;08950600;300;Blumenhaus;Kleindienst,;Frieder;Hofer Str. 211;09353;Oberlungwitz;2523;1;7,4;Pak 1/1;;;7,4;;;991230;;;2523-Pak 1/1-991230;
3811;08154500;300;Blumenhaus;Sterzel,;Sandra;Kammerrat Beck Str. 1;09376;Oelsnitz;2524;1;7,4;Pak 1/1;;;7,4;;;991230;;;2524-Pak 1/1-991230;
1372;02390000;300;Blumenhaus;Buroh,;Matthias, Blumenmarkt;Stadtbadstr. 1;09380;Thalheim;2525;1;7,4;Pak 1/1;;;7,4;;;991230;;;2525-Pak 1/1-991230;
4115;08906800;300;Blumenhaus;Thefs,;Lydia;Rudolf-Breitscheid-Str. 15;09487;Schlettau;2526;1;7,4;Pak 1/1;;;7,4;;;991230;;;2526-Pak 1/1-991230;
1159;02033001;300;Blumenhaus;Baumschulen und Gartenbau GmbH Freiberg;;Freiberger Str. 31;09569;Oederan;2527;1;7,4;Pak 1/1;;;7,4;;;991230;;;2527-Pak 1/1-991230;
202;00375600;300;Blumenhaus;Krabbe,;Astrid, Gärtnerei Hayn;Gartenweg 5;09573;Leubsdorf;2528;1;7,4;Pak 1/1;;;7,4;;;991230;;;2528-Pak 1/1-991230;
1293;02265500;300;Blumenhaus;Blankenberg,;Susanne, Ku'damm Flowers Blankenberg;Kurfürstendamm 146;10709;Berlin;2529;1;7,4;Pak 1/1;;;7,4;;;991230;;;2529-Pak 1/1-991230;
255;00482100;300;Blumenhaus;Brüning,;Stephanie, Blumenhaus Stöcklein;Kärntener Str. 29;10827;Berlin;2530;1;7,4;Pak 1/1;;;7,4;;;991230;;;2530-Pak 1/1-991230;
1039;01829800;300;Blumenhaus;Hoffmann,;Michael, Passiflora;Grimmstr. 17;10967;Berlin;2531;1;7,4;Pak 1/1;;;7,4;;;991230;;;2531-Pak 1/1-991230;
700;01258401;300;Blumenhaus;Olschowka,;Gabriele, Floradis am Hafen;Tempelhofer Damm 227;12099;Berlin;2532;1;7,4;Pak 1/1;;;7,4;;;991230;;;2532-Pak 1/1-991230;
2323;04278200;300;Blumenhaus;Overesch,;Anna Katharina, Blumen Petrovic;Tempelhofer Damm 138;12099;Berlin;2533;1;7,4;Pak 1/1;;;7,4;;;991230;;;2533-Pak 1/1-991230;
249;00475700;300;Blumenhaus;Klimper,;Ursula;Alarichstr. 22;12105;Berlin;2534;1;7,4;Pak 1/1;;;7,4;;;991230;;;2534-Pak 1/1-991230;
575;01048700;300;Blumenhaus;Blumenkorso GmbH;;Südwestkorso 8 a;12161;Berlin;2535;1;7,4;Pak 1/1;;;7,4;;;991230;;;2535-Pak 1/1-991230;
1020;01800300;300;Blumenhaus;Blumen Dörrfeld-Zagelow GmbH;;Steglitzer Damm 54;12169;Berlin;2536;1;7,4;Pak 1/1;;;7,4;;;991230;;;2536-Pak 1/1-991230;
1283;02245900;300;Blumenhaus;Kleban,;Patrick, floristik ist art;Baseler Str. 46;12205;Berlin;2537;1;7,4;Pak 1/1;;;7,4;;;991230;;;2537-Pak 1/1-991230;
669;01209100;300;Blumenhaus;Manteuffel,;Gabriele, Blumen am Bahnhof;S-Bhf Lichterf. Ost/Lankwitzer Str.;12209;Berlin;2538;1;7,4;Pak 1/1;;;7,4;;;991230;;;2538-Pak 1/1-991230;
4301;09292700;300;Blumenhaus;Lehmann,;Sabine, Blumen- Biene;Oranienburger Str. 69;13437;Berlin;2539;1;7,4;Pak 1/1;;;7,4;;;991230;;;2539-Pak 1/1-991230;
1646;02874700;300;Blumenhaus;Fritsch,;Tanja, Floral Pavillon;Wasgensteig 30;14129;Berlin;2540;1;7,4;Pak 1/1;;;7,4;;;991230;;;2540-Pak 1/1-991230;
3712;07803200;300;Blumenhaus;Kost,;Brunhild;Caspar-Theys-Str. 22;14193;Berlin;2541;1;7,4;Pak 1/1;;;7,4;;;991230;;;2541-Pak 1/1-991230;
166;00300900;300;Blumenhaus;Stiegler und Behrendt GMBH;;Kirchstr. 4;14199;Berlin;2542;1;7,4;Pak 1/1;;;7,4;;;991230;;;2542-Pak 1/1-991230;
973;01714800;300;Blumenhaus;Rademacher;Henning, Vivien's Blumenatelier;Zum Springbruch 6;14558;Nuthetal-Bergholz-Rehbrücke;2543;1;7,4;Pak 1/1;;;7,4;;;991230;;;2543-Pak 1/1-991230;
5211;22310400;300;Blumenhaus;Hilgert,;Sylvia, Brieselanger Blumeninsel;Vorholz 6;14656;Brieselang;2544;1;7,4;Pak 1/1;;;7,4;;;991230;;;2544-Pak 1/1-991230;
3997;08621300;300;Blumenhaus;Böttcher,;Sabine, Blumen Böttcher;Berliner Str. 46a;14959;Trebbin;2545;1;7,4;Pak 1/1;;;7,4;;;991230;;;2545-Pak 1/1-991230;
942;01666200;300;Blumenhaus;Hoffmann,;Steffen, Blumenhaus Hoffmann;Albert-Schweitzer-Str. 35;14974;Ludwigsfelde;2546;1;7,4;Pak 1/1;;;7,4;;;991230;;;2546-Pak 1/1-991230;
619;01137500;300;Blumenhaus;Buhrow,;Bodo, Blumenhaus Rosenrot;Frankfurter Str. 96;15299;Müllrose;2547;1;7,4;Pak 1/1;;;7,4;;;991230;;;2547-Pak 1/1-991230;
2268;04151801;300;Blumenhaus;BeFlor GmbH;;Alte Langenwahler Chaussee (EKZ) 11;15517;Fürstenwalde;2548;1;7,4;Pak 1/1;;;7,4;;;991230;;;2548-Pak 1/1-991230;
2955;05633400;300;Blumenhaus;Götte,;Marko;Ernst-Thälmann-Str. 2;15732;Schulzendorf;2549;1;7,4;Pak 1/1;;;7,4;;;991230;;;2549-Pak 1/1-991230;
3998;08623500;300;Blumenhaus;Hoffmann,;Peter, Gärtnerei;Teupitzer Str. 105-106;15755;Schwerin;2550;1;7,4;Pak 1/1;;;7,4;;;991230;;;2550-Pak 1/1-991230;
5318;24833000;300;Blumenhaus;Wosch,;Andreas und Sabine Wenzel GbR, Blumen- und Pflanzencenter;Nächst Neuendorfer Landstr. 45;15806;Zossen-Nächst Neuendorf;2551;1;7,4;Pak 1/1;;;7,4;;;991230;;;2551-Pak 1/1-991230;
4107;08894900;300;Blumenhaus;Seidel,;Petra, Florever;Hauptstr. 9;15936;Dahme;2552;1;7,4;Pak 1/1;;;7,4;;;991230;;;2552-Pak 1/1-991230;
5320;24844300;300;Blumenhaus;Schipanski,;Gabriele und Falko Schipanski GbR, Blumenparadies Schulze;Triftstr. 7;16225;Eberswalde;2553;1;7,4;Pak 1/1;;;7,4;;;991230;;;2553-Pak 1/1-991230;
4209;09106400;300;Blumenhaus;Schlestein Blumen- und Pflanzenmarkt GmbH;;Bahnstr. 10 a;16348;Wandlitz-Basdorf;2554;1;7,4;Pak 1/1;;;7,4;;;991230;;;2554-Pak 1/1-991230;
4407;09471401;300;Blumenhaus;Landmann,;Sylke, Sonnenblume;Prenzlauer Chaussee 183;16348;Wandlitz;2555;1;7,4;Pak 1/1;;;7,4;;;991230;;;2555-Pak 1/1-991230;
5229;22480400;300;Blumenhaus;Schröder-Dinh,;Sabine, Vergissmeinnicht;Dorfstr. 34;16761;Hennigsdorf;2556;1;7,4;Pak 1/1;;;7,4;;;991230;;;2556-Pak 1/1-991230;
4056;08792500;300;Blumenhaus;Seelandt,;Eleonore, Blumen- und Kranzbinderei;Königstr. 17;16909;Wittstock;2557;1;7,4;Pak 1/1;;;7,4;;;991230;;;2557-Pak 1/1-991230;
2176;03969300;300;Blumenhaus;Vandreier,;Jörg-Peter, Blumeneck Florinchen;Juri-Gagarin-Ring 1;17036;Neubrandenburg;2558;1;7,4;Pak 1/1;;;7,4;;;991230;;;2558-Pak 1/1-991230;
3142;06166800;300;Blumenhaus;Strege;Ingrid und Susan Meißner GbR;Lange Str. 7;17094;Burg Stargard;2559;1;7,4;Pak 1/1;;;7,4;;;991230;;;2559-Pak 1/1-991230;
3994;08617600;300;Blumenhaus;Dünninghaus,;Josef und John, Teterower Gartenmarkt GbR;von Moltke-Str. 29;17166;Teterow;2560;1;7,4;Pak 1/1;;;7,4;;;991230;;;2560-Pak 1/1-991230;
1280;02239000;300;Blumenhaus;Blumenfee Templin GmbH;;Lychener Str. 4;17268;Templin;2561;1;7,4;Pak 1/1;;;7,4;;;991230;;;2561-Pak 1/1-991230;
3447;07061200;300;Blumenhaus;Pilz,;Susanne, Blumenhaus Pilz;Ernst-Thälmann-Str. 18;17268;Templin;2562;1;7,4;Pak 1/1;;;7,4;;;991230;;;2562-Pak 1/1-991230;
1716;03049000;300;Blumenhaus;Greese,;Klaus, Blumencenter;Brüssower Allee 25;17291;Prenzlau;2563;1;7,4;Pak 1/1;;;7,4;;;991230;;;2563-Pak 1/1-991230;
208;00392200;300;Blumenhaus;Zimmermann,;Karl-Otto, Blumenfachgeschäft;Grabenstr. 9;17309;Pasewalk;2564;1;7,4;Pak 1/1;;;7,4;;;991230;;;2564-Pak 1/1-991230;
4002;08627901;300;Blumenhaus;Gärtnerei Kurzmanowski GmbH;;Am Markt 1;17367;Eggesin;2565;1;7,4;Pak 1/1;;;7,4;;;991230;;;2565-Pak 1/1-991230;
901;01602100;300;Blumenhaus;Blumenfachgeschäft und Gärtnerei Block e.Kfm.;;Satower Str. 74;18059;Rostock;2566;1;7,4;Pak 1/1;;;7,4;;;991230;;;2566-Pak 1/1-991230;
4066;08810302;300;Blumenhaus;Aaron Blumenparadies Peter GmbH;;Satower Str. 136;18059;Rostock;2567;1;7,4;Pak 1/1;;;7,4;;;991230;;;2567-Pak 1/1-991230;
1299;02273500;300;Blumenhaus;Hähle,;Ralf-Peter Hähle e.K., Tausendschön;Doberaner Str. 31;18258;Schwaan;2568;1;7,4;Pak 1/1;;;7,4;;;991230;;;2568-Pak 1/1-991230;
4069;08812500;300;Blumenhaus;Canther,;Wolfgang, Blumenhaus Helga Canther;Breesener Str. 25;18299;Laage;2569;1;7,4;Pak 1/1;;;7,4;;;991230;;;2569-Pak 1/1-991230;
4344;09372300;300;Blumenhaus;Zierau,;Andrea;Ernst-Thälmann-Str. 51;18551;Sagard;2571;1;7,4;Pak 1/1;;;7,4;;;991230;;;2571-Pak 1/1-991230;
376;00704400;300;Blumenhaus;Christ,;Renate, Blumenhaus Klingenberg;Mönchguter Str. 6;18586;Sellin;2572;1;7,4;Pak 1/1;;;7,4;;;991230;;;2572-Pak 1/1-991230;
3887;08317100;300;Blumenhaus;Kagelmacher,;Steffen, Gärtnerei Kagelmacher;Carlstr. 15;18586;Göhren;2573;1;7,4;Pak 1/1;;;7,4;;;991230;;;2573-Pak 1/1-991230;
3783;08092200;300;Blumenhaus;Flo-Ga Rügen Zierpflanzen GmbH;;Hauptstr. 5;18609;Ostseebad Binz;2574;1;7,4;Pak 1/1;;;7,4;;;991230;;;2574-Pak 1/1-991230;
1343;02345100;300;Blumenhaus;Bolzmann,;Ulrike, Florastübchen;Grüner Weg 1;19249;Lübtheen;2575;1;7,4;Pak 1/1;;;7,4;;;991230;;;2575-Pak 1/1-991230;
75;00130300;300;Blumenhaus;SB Preiswert Handels GmbH & Co.KG;Blumenparadies;Im Floßgraben 7;19303;Dömitz;2576;1;7,4;Pak 1/1;;;7,4;;;991230;;;2576-Pak 1/1-991230;
4114;08904600;300;Blumenhaus;Vogel,;Brit, Blumenhaus;An der Brücke 1 EKZ;19386;Lübz;2577;1;7,4;Pak 1/1;;;7,4;;;991230;;;2577-Pak 1/1-991230;
68;00115301;300;Blumenhaus;Pilgrim,;Jürgen, Pille's Bindestube;Plauerhäger Str. 9;19395;Plau;2578;1;7,4;Pak 1/1;;;7,4;;;991230;;;2578-Pak 1/1-991230;
809;01438200;300;Blumenhaus;Blumen Lund;;Grindelhof 68;20146;Hamburg;2579;1;7,4;Pak 1/1;;;7,4;;;991230;;;2579-Pak 1/1-991230;
2424;04465100;300;Blumenhaus;ABC-Blumen,;Inh. Angela Tietz;Eppendorfer Weg 227;20251;Hamburg;2580;1;7,4;Pak 1/1;;;7,4;;;991230;;;2580-Pak 1/1-991230;
4413;09478101;300;Blumenhaus;Ritter,;Walter;Bei der Kirche 4;21271;Hanstedt;2581;1;7,4;Pak 1/1;;;7,4;;;991230;;;2581-Pak 1/1-991230;
3273;06579000;300;Blumenhaus;Wrede,;Martin;Vor dem Neuentore 32;21339;Lüneburg;2582;1;7,4;Pak 1/1;;;7,4;;;991230;;;2582-Pak 1/1-991230;
2968;05667700;300;Blumenhaus;Koop,;Henning;Lüneburger Str. 23;21354;Bleckede;2583;1;7,4;Pak 1/1;;;7,4;;;991230;;;2583-Pak 1/1-991230;
4234;09163800;300;Blumenhaus;Gürtler,;Frank, Gärtenerei Koch/Gürtler;Schulweg 1;21379;Rullstorf;2584;1;7,4;Pak 1/1;;;7,4;;;991230;;;2584-Pak 1/1-991230;
4422;09494300;300;Blumenhaus;Burmester,;Hermann;Schulstr. 12;21380;Artlenburg;2585;1;7,4;Pak 1/1;;;7,4;;;991230;;;2585-Pak 1/1-991230;
3344;06771600;300;Blumenhaus;Scheumann,;Udo;Lauenburger Str. 2a;21493;Schwarzenbek;2586;1;7,4;Pak 1/1;;;7,4;;;991230;;;2586-Pak 1/1-991230;
